weapon_name,upgrade_name,hint,cost,weaponVO,weaponVOresp,ammo_cost,create_vox,is_zcleansed,in_box,upgrade_in_box,is_limited,limit,upgrade_limit,content_restrict,wallbuy_autospawn,class,is_aat_exempt,is_wonder_weapon,force_attachments,
t6_m1911,t6_m1911_rdw_up,,300,pistol,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
bouncingbetty,,,1000,betty,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,grenade,,,,
claymore_custom,,,1000,betty,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,grenade,,,
quantum_bomb,,,2000,quantum,,,,,TRUE,FALSE,FALSE,,,FALSE,FALSE,grenade,,,,
black_hole_bomb,,,2000,gersh_device,,,,,TRUE,FALSE,FALSE,,,FALSE,FALSE,grenade,,,,
frag_grenade,,,250,grenade,,250,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,grenade,,,,
knife,,,0,,,0,,,FALSE,FALSE,,,,FALSE,FALSE,special,,,,
bowie_knife,,,3000,wpck_bowie,,,,,FALSE,FALSE,,,,FALSE,FALSE,special,,,,
ray_gun,ray_gun_upgraded,,10000,raygun,,0,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,special,TRUE,TRUE,,
microwavegundw,microwavegundw_upgraded,,10000,microwavegun,,,,,TRUE,FALSE,TRUE,,,FALSE,FALSE,special,TRUE,TRUE,,
t6_m14,t6_m14_up,,500,rifle,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_olympia,t6_olympia_up,,500,shotgun,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
t6_mp40,t6_mp40_up,,1000,smg,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t6_ak74u,t6_ak74u_up,,1200,smg,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t6_mp5,t6_mp5_up,,1000,smg,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t6_m16a1,t6_m16a1_up,,1200,rifle,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_b23r,t6_b23r_up,,900,pistol,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t6_pdw57,t6_pdw57_up,,1300,smg,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t6_rem870mcs,t6_rem870mcs_up,,1300,shotgun,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
t6_fiveseven,t6_fiveseven_up,,900,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t6_fiveseven_rdw,t6_fiveseven_rdw_up,,1100,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t6_kap40,t6_kap40_up,,900,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t6_python,t6_python_up,,1000,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t6_executioner,t6_executioner_up,,1400,pistol,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,pistol,,,
t6_chicom_cqb,t6_chicom_cqb_up,,1000,smg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,smg,,,
t6_smr,t6_smr_up,,1100,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_fal,t6_fal_up,,1250,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_m8a1,t6_m8a1_up,,1250,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_type25,t6_type25_up,,1200,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_mtar,t6_mtar_up,,1300,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_galil,t6_galil_up,,1400,rifle,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,rifle,,,
t6_m1216,t6_m1216_up,,1300,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
t6_s12,t6_s12_up,,1250,shotgun,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,shotgun,,,
t6_m82a1,t6_m82a1_up,,2000,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t6_dsr50,t6_dsr50_up,,2000,sniper,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,sniper,,,
t6_hamr,t6_hamr_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
t6_rpd,t6_rpd_up,,2500,lmg,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,lmg,,,
t9_ballistic_knife,t9_ballistic_knife_up,,2000,,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,special,TRUE,,
knife_ballistic_bowie,knife_ballistic_bowie_upgraded,,2000,,,,,,FALSE,FALSE,FALSE,,,FALSE,TRUE,special,TRUE,,
t6_war_machine,t6_war_machine_up,,1700,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
t6_rpg,t6_rpg_up,,3000,launcher,,,,,TRUE,FALSE,FALSE,,,FALSE,TRUE,launcher,TRUE,,
raygun_mark2,raygun_mark2_upgraded,,10000,raygun,,0,,,TRUE,FALSE,TRUE,1,,FALSE,FALSE,special,TRUE,TRUE,,
